archive_rank,title,award_date,awwwards_url,requested_url,final_url,studio,redirect_host_changed,http_status,technologies,technology_categories,awwwards_technology_tags,interaction_features,visual_styles,industry_tags,referenced_asset_formats,canvas,webgl,three_d,video,audio,rive,lottie,css_animation,smooth_scroll,service_worker,webassembly,model_3d_asset,mirror_status
1534,Wyre,2022-05-10,https://www.awwwards.com/sites/wyre,https://wyre.studiofreight.com/,https://studiofreight.com/,Studio Freight,True,200,Google Tag Manager | HSTS | Node.js | Nuxt.js | Vercel | Vue.js,JavaScript frameworks | PaaS | Programming languages | Security | Static site generator | Tag managers | Web frameworks | Web servers,Next.js | React | Vercel,3D | Animation,Black | Blue | Copy design | Typography | White,Business & Corporate | Startups | Technology,css:3 | html:1 | js:15 | json:2 | png:3 | woff2:3,False,False,True,False,False,False,False,False,True,False,False,False,mirrored
1535,Infinite Passerella,2022-05-09,https://www.awwwards.com/sites/infinite-passerella,https://exp-infinite-passerella.lusion.co/,https://exp-infinite-passerella.lusion.co/,Lusion,False,200,Google Analytics | HSTS | Netlify,Analytics | CDN | PaaS | Security,GSAP | Three.js | WebGL,3D | Animation | Filters and Effects,Black,Fashion | Promotional | Web & Interactive,css:1 | ico:1 | jpg:2 | js:1 | png:3 | svg:1 | xml:1,True,True,True,False,False,False,False,False,False,False,False,False,mirrored
1536,Antecâmara Studio,2022-05-08,https://www.awwwards.com/sites/antecamara-studio,http://antecamarastudio.com,https://antecamarastudio.com/,Antecâmara Studio,False,200,Express | Gatsby | Google Analytics | Nginx | Node.js | React | Ubuntu | Webpack,Analytics | JavaScript frameworks | Miscellaneous | Operating systems | Programming languages | Reverse proxies | Static site generator | Web frameworks | Web servers,CSS | GSAP | Gatsby | HTML5 | JavaScript | React,Filters and Effects | Responsive | Storytelling,Black | Clean | Minimal | Typography | White,Design Agencies,css:1 | gif:2 | jpg:9 | js:4 | pdf:1 | png:11,False,False,False,False,False,False,False,True,False,False,False,False,mirrored
1537,Flutter,2022-05-07,https://www.awwwards.com/sites/flutter,https://flutter.productions,https://flutter.productions,State Empire,False,200,Cloudflare | Cloudflare Browser Insights | HTTP/3,Analytics | CDN | Miscellaneous | RUM,AWS | jQuery,Animation,Art & Illustration | Black | Brown | Orange,Business & Corporate | Film & TV,css:2 | ico:1 | jpg:9 | js:3 | png:1 | svg:68 | webp:13,False,False,False,False,False,False,False,True,True,False,False,False,mirrored
1538,Ion X1,2022-05-06,https://www.awwwards.com/sites/ion-x1,https://exp-ion.lusion.co/,https://exp-ion.lusion.co/,Lusion,False,200,Google Analytics | HSTS | Netlify,Analytics | CDN | PaaS | Security,Figma | Three.js | WebGL,3D | Animation | Scrolling | Storytelling,Black,Technology | Web & Interactive,css:1 | ico:1 | js:1 | png:5 | svg:1 | xml:1,True,True,True,False,False,False,False,False,False,False,False,False,mirrored
1540,The Empathy Experiment,2022-05-04,https://www.awwwards.com/sites/the-empathy-experiment,https://www.empathyexperiment.com/,https://www.empathyexperiment.com/,Monks,False,200,Amazon CloudFront | Amazon Web Services | HSTS,CDN | PaaS | Security,GSAP | HTML5 | Three.js | Vue.js | WebGL,Animation | Data Visualization | Sound-Audio | Storytelling,Blue | Colorful | Green | Red | UI design,Culture & Education | Music & Sound | Web & Interactive,css:2 | jpeg:2 | js:2 | png:1,False,True,False,False,True,False,False,False,False,False,False,False,mirrored
1541,Tenzr,2022-05-03,https://www.awwwards.com/sites/tenzr,https://tenzr-preprod.rejouice.io/,https://tenzr-preprod.rejouice.io/,Oui Will,False,200,Apache HTTP Server | MySQL | PHP | Ubuntu | WordPress,Blogs | CMS | Databases | Operating systems | Programming languages | Web servers,,3D | Storytelling,Colorful | Green | Photographic | Pink | White,Mobile & Apps | Promotional | Technology,css:1 | jpg:17 | js:1 | mp4:6 | png:304 | svg:24 | woff2:1,False,False,True,True,False,False,True,False,False,False,False,False,mirrored
1542,Dumpling Delivery by Mailchimp,2022-05-02,https://www.awwwards.com/sites/dumpling-delivery-by-mailchimp,https://dumplingdelivery.mailchimp.com/,https://dumplingdelivery.mailchimp.com/,Mailchimp,False,200,,,Adobe Illustrator | After Effects | HTML5 | Unity | WebGL,3D | Interaction Design | Sound-Audio,Art & Illustration | Colorful | Illustration | Pink | Red | White,Games & Entertainment | Sports,css:1 | gif:2 | ico:1 | js:3 | png:2,False,True,True,False,True,False,False,False,False,False,False,False,mirrored
1543,Typefinder,2022-05-01,https://www.awwwards.com/sites/typefinder,https://typefinder.bigbump.fr/,https://typefinder.bigbump.fr/,Océbo,False,200,Matomo Analytics | Node.js | Nuxt.js | Vue.js,Analytics | JavaScript frameworks | Programming languages | Static site generator | Web frameworks | Web servers,GSAP | Nuxt.js | Typekit | Vue.js | Web Fonts | Webpack,Microinteractions | Responsive Design,Art & Illustration | Black | Red | Typography | UI design | White,Design Agencies,ico:1 | jpg:1 | js:9 | png:3,False,False,False,False,False,False,False,True,False,False,False,False,mirrored
1544,Jacques Marie Mage,2022-04-30,https://www.awwwards.com/sites/jacques-marie-mage,https://www.jacquesmariemage.com,https://jacquesmariemage.com/,Aristide Benoist,False,200,Cloudflare | Google Tag Manager | HSTS | HTTP/3 | Klaviyo | Osano | Shopify,CDN | CMS | Cookie compliance | Ecommerce | Marketing automation | Miscellaneous | Security | Tag managers,CSS | GraphQL | JavaScript | PHP | Shopify | WebGL,Gallery | Microinteractions | Parallax | Responsive | Transitions,Black | Typography | White | Yellow,E-Commerce | Fashion | Promotional,css:12 | jpg:44 | js:31 | png:5 | woff2:2,False,True,False,False,False,False,False,False,True,False,False,False,mirrored
1545,Zendetta - A story from Syria,2022-04-29,https://www.awwwards.com/sites/zendetta-a-story-from-syria,https://www.zendetta.com/,https://www.zendetta.com/,Psychoactive Studios,False,200,HSTS | Next.js | Node.js | React | Vercel | Webpack,JavaScript frameworks | Miscellaneous | PaaS | Programming languages | Security | Web frameworks,Adobe Photoshop | Figma | React | WebGL,Animation | Gestures / Interaction | Sound-Audio | Storytelling,Art & Illustration | Black | Illustration | Red | Yellow,Culture & Education | Web & Interactive,css:6 | jpg:5 | js:15 | json:1,False,True,False,False,True,False,False,False,False,False,False,False,mirrored
1546,Dr.Dabber Experience,2022-04-28,https://www.awwwards.com/sites/dr-dabber-experience,https://experience.drdabber.com/,https://experience.drdabber.com/,Locomotive,False,200,Apache HTTP Server | Google Analytics | HSTS | Mantis | Vue.js,Advertising | Analytics | JavaScript frameworks | Security | Web servers,CSS | Contentful | GSAP | HTML5 | Sass | Three.js | Vue.js,3D | Animation | Interaction Design | Scrolling,Black | Green,E-Commerce | Photo & Video | Promotional | Technology,css:6 | js:12 | mp4:1 | png:4 | svg:7 | woff2:4,True,False,True,True,False,False,False,False,False,False,False,False,mirrored
1547,HAPE,2022-04-27,https://www.awwwards.com/sites/hape,http://www.hape.io,https://www.hape.io/,dogstudio,False,200,Amazon CloudFront | Amazon S3 | Amazon Web Services | Google Analytics | Modernizr,Analytics | CDN | JavaScript libraries | PaaS,,3D | Animation | Single page,Black | Red | White,Fashion | Games & Entertainment | Technology,css:1 | ico:1 | js:2 | png:2,False,False,True,False,False,False,False,False,False,False,False,False,mirrored
1548,Victor Work,2022-04-26,https://www.awwwards.com/sites/victor-work,https://victor.work,https://victor.work,Victor Work,False,200,HSTS | Netlify | Node.js | Nuxt.js | Vue.js,CDN | JavaScript frameworks | PaaS | Programming languages | Security | Static site generator | Web frameworks | Web servers,Nuxt.js | PWA | Vue.js | WebGL,About Page | Filters and Effects | Gestures / Interaction | Transitions,Art & Illustration | Blue | Red | Typography,Portfolio | Technology | Web & Interactive,jpeg:2 | jpg:38 | js:16 | json:1 | mp4:10 | png:6 | webp:2,True,True,False,True,False,False,False,True,False,False,False,False,mirrored
1549,TRUE,2022-04-25,https://www.awwwards.com/sites/true-1,https://www.truestaging.co.uk/,https://www.truestaging.co.uk/,Unseen Studio,False,200,Google Analytics | Google Hosted Libraries | HSTS | MySQL | Nginx | PHP | WordPress | Yoast SEO | jQuery,Analytics | Blogs | CDN | CMS | Databases | JavaScript libraries | Programming languages | Reverse proxies | SEO | Security | Web servers | WordPress plugins,GSAP | HTML5 | Three.js,3D | Animation | Interaction Design | Project Page | Transitions,Brown | Experimental | Silver | White,Events | Fashion | Portfolio,css:2 | ico:1 | js:2 | png:4 | svg:5 | woff2:6 | xml:1,True,True,True,False,False,False,False,True,False,False,False,False,mirrored
1550,Yannick Gregoire,2022-04-24,https://www.awwwards.com/sites/yannick-gregoire,http://yannickgregoire.nl,https://yannickgregoire.nl/,Loonatiks Design Crew,False,200,Apache HTTP Server | Varnish,Caching | Web servers,Canvas API | Figma | Gatsby,Animation | Single page,Black | Minimal | Retro | Typography | White,Portfolio | Web & Interactive,css:2 | ico:1 | js:10 | mp4:2,True,True,True,True,False,False,False,False,False,False,False,False,mirrored
1552,Murray Art Museum Albury,2022-04-22,https://www.awwwards.com/sites/murray-art-museum-albury,https://www.mamalbury.com.au/,https://www.mamalbury.com.au/,NIGHTJAR,False,200,Google Tag Manager | HSTS | Next.js | Node.js | React | Vercel | Webpack,JavaScript frameworks | Miscellaneous | PaaS | Programming languages | Security | Tag managers | Web frameworks,GSAP | HTML5 | Next.js | React | Sanity | Vercel,Interaction Design,Art & Illustration | Big Background Images | Black | Blue | Clean | Content architecture | UI design | White,Culture & Education | Events,html:1 | jpg:2 | js:12 | png:3 | svg:3 | woff2:2,True,False,False,False,False,False,False,False,False,False,False,False,mirrored
1553,Plasticbionic,2022-04-21,https://www.awwwards.com/sites/plasticbionic,http://plasticbionic.com,https://plasticbionic.com/,Antinomy Studio,False,200,HSTS | Netlify | Node.js | Nuxt.js | Vue.js,CDN | JavaScript frameworks | PaaS | Programming languages | Security | Static site generator | Web frameworks | Web servers,After Effects | Figma | GSAP | JavaScript | Vue.js | WordPress,3D | Animation | Fullscreen | Navigation Menu | Transitions,Art & Illustration | Black | White,Design Agencies | Portfolio | Web & Interactive,css:4 | ico:1 | jpg:31 | js:13 | json:1 | png:10,False,False,True,False,False,False,False,False,False,False,False,False,mirrored
1554,Richard Ekwonye - Portfolio,2022-04-20,https://www.awwwards.com/sites/richard-ekwonye-portfolio,https://www.richardekwonye.com,https://www.richardekwonye.com,Richard Ekwonye,False,200,HSTS | React | Vercel,JavaScript frameworks | PaaS | Security,JavaScript | Next.js | Three.js | WebGL,404 pages | Parallax | Transitions,Black | Experimental | White,Portfolio | Promotional | Web & Interactive,css:6 | ico:1 | js:11 | png:5,False,True,False,False,False,False,False,False,False,False,False,False,mirrored
1555,Pact,2022-04-19,https://www.awwwards.com/sites/pact,https://workwithpact.com/,https://workwithpact.com/,Pact,False,200,Cloudflare | HSTS | HTTP/3 | Klaviyo | Shopify,CDN | CMS | Ecommerce | Marketing automation | Miscellaneous | Security,Figma | GSAP | Gatsby | React | Swiper.js | TypeScript,Animation | Microinteractions | Navigation Menu | Unusual Navigation,Black | Green | Typography | UI design | White,Design Agencies | Startups,css:2 | jpg:12 | js:16 | mp4:1 | png:35 | svg:28 | webp:4,False,False,False,True,False,False,False,False,False,False,False,False,mirrored
1556,MOHEIM,2022-04-18,https://www.awwwards.com/sites/moheim,https://moheim.com/,https://moheim.com/,baqemono.inc.,False,200,Google Analytics | MySQL | Nginx | PHP | WordPress,Analytics | Blogs | CMS | Databases | Programming languages | Reverse proxies | Web servers,GLSL | GSAP | Lottie | Three.js | Vanilla JS | WordPress,,Art & Illustration | Black | Clean | Minimal | Typography | White | Yellow,Business & Corporate | Culture & Education,css:4 | ico:1 | jpg:35 | js:2 | json:1 | png:3 | svg:4,True,False,False,False,False,False,False,False,False,False,False,False,mirrored
1557,Stas Bondar Portfolio Website,2022-04-17,https://www.awwwards.com/sites/stas-bondar-portfolio-website,https://www.stabondar.com/,https://www.stabondar.com/,Stas Bondar,False,200,Astro | HSTS | Vercel,JavaScript frameworks | PaaS | Security | Static site generator,After Effects | GSAP | Webflow,404 pages | Animation | Filters and Effects,Black | Clean | Experimental | Green | Typography | White,Design Agencies | Portfolio | Web & Interactive,css:1 | jpg:3 | js:1 | mp4:1 | svg:1 | webp:10 | xml:1,True,True,False,True,False,False,False,False,True,False,False,False,mirrored
1558,Uplinq,2022-04-16,https://www.awwwards.com/sites/uplinq,https://uplinq.non-linear.studio,https://uplinq.non-linear.studio,Non-Linear Studio,False,200,HSTS | Netlify,CDN | PaaS | Security,After Effects | Figma | GSAP | Sanity | Three.js,3D | Animation | Video,Black | Green | White,Business & Corporate | Startups | Technology,css:1 | gif:1 | ico:1 | jpg:3 | js:1 | mp4:4 | png:9 | webm:4,False,False,True,True,False,False,False,False,False,False,False,False,mirrored
1559,Guillaume Tomasi,2022-04-15,https://www.awwwards.com/sites/guillaume-tomasi-2,https://guillaumetomasi.com,https://guillaumetomasi.com,Gtomasi,False,200,Clicky | HSTS | Netlify | Stripe,Analytics | CDN | PaaS | Payment processors | Security,GLSL | GSAP | Three.js | Vue.js | WebGL,Animation | Filters and Effects | Gallery,Art & Illustration | Black | Clean | Photographic | Photography | White,Portfolio,css:2 | gif:1 | jpg:2 | js:2 | png:3 | svg:1,False,True,False,False,False,False,False,False,True,False,False,False,mirrored
1560,Brainbox AI,2022-04-14,https://www.awwwards.com/sites/brainbox-ai,https://brainboxai.com,https://brainboxai.com/en/,Locomotive,False,200,Cloudflare | Cloudflare Bot Management | Google Tag Manager | HSTS | HTTP/3 | HubSpot | HubSpot CMS Hub | ShareThis | Tiny Slider,CDN | CMS | JavaScript libraries | Marketing automation | Miscellaneous | Security | Tag managers | Widgets,GSAP | HTML5 | JavaScript | Locomotive Scroll | Lottie | Swiper.js,,Black | Clean | Content architecture | Red | Typography | UI design | White,Business & Corporate | Photo & Video | Promotional | Technology,css:6 | html:4 | jpeg:4 | jpg:15 | js:15 | mp4:3 | pdf:1 | png:61 | svg:40 | webp:1,False,False,False,True,False,False,False,False,False,False,False,False,mirrored
1561,Welcome to the House of Gucci,2022-04-13,https://www.awwwards.com/sites/welcome-to-the-house-of-gucci,https://houseofgucci.aristidebenoist.com/,https://houseofgucci.aristidebenoist.com/,"Watson Design Group, Inc.",False,200,Amazon CloudFront | Amazon Web Services | PHP,CDN | PaaS | Programming languages,WebGL,Gallery | Gestures / Interaction | Horizontal Layout | Navigation Menu | Responsive Design,Black | Graphic design | White | Yellow,Design Agencies | Film & TV | Web & Interactive,ico:1 | json:1 | png:3 | svg:1,False,True,False,False,False,False,False,False,False,False,False,False,mirrored
1562,Land of Ride,2022-04-12,https://www.awwwards.com/sites/land-of-ride,https://www.landofride.com/,https://www.landofride.com/,Build in Amsterdam,False,200,Google Analytics | HSTS | Next.js | Node.js | React | Vercel | Webpack,Analytics | JavaScript frameworks | Miscellaneous | PaaS | Programming languages | Security | Web frameworks,Next.js | Redux | Sass | Shopify | Vercel,Motion | Responsive Design | Video,Graphic design | Orange | Photographic | Red | Typography | UI design | Yellow,E-Commerce | Other | Sports,css:8 | jpeg:8 | jpg:32 | js:18,True,False,False,True,False,False,False,False,False,False,False,False,mirrored
1563,Blok Watches,2022-04-11,https://www.awwwards.com/sites/blok-watches,http://blokwatches.com,https://blokwatches.com/,Antinomy Studio,False,200,Alpine.js | Cloudflare | HSTS | HTTP/3 | Shopify,CDN | CMS | Ecommerce | JavaScript frameworks | Miscellaneous | Security,After Effects | Canvas API | DatoCMS | Figma | Shopify | Vue.js,Animation | Parallax,Blue | Colorful | Pink | White,E-Commerce | Startups | Technology,css:4 | jpg:26 | js:22 | png:84 | svg:1 | webp:2 | woff2:3,False,False,False,False,False,False,False,True,False,False,False,False,mirrored
1565,KARAK,2022-04-09,https://www.awwwards.com/sites/karak,https://karak.at/en,https://karak.at/en,Huangart,False,200,Google Tag Manager | WordPress | Yoast SEO,Blogs | CMS | SEO | Tag managers | WordPress plugins,Angular | CSS | Locomotive Scroll | Lottie | WordPress,Animation | Gallery | Responsive Design | Transitions,Black | Clean,Architecture,css:1 | html:1 | ico:1 | jpg:1 | js:4 | png:4 | svg:1,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
1566,Howdy Design Family,2022-04-08,https://www.awwwards.com/sites/howdy-design-family,https://howdy.gr/,https://www.howdy.gr/,Howdy Design Family,False,200,Google Analytics | Google Hosted Libraries | MySQL | Nginx | PHP | WordPress | Yoast SEO | jQuery,Analytics | Blogs | CDN | CMS | Databases | JavaScript libraries | Programming languages | Reverse proxies | SEO | Web servers | WordPress plugins,GLSL | GSAP | Highway.js | WebGL | WordPress,Filters and Effects | Gestures / Interaction | Transitions,Colorful | Green | Red | Silver | Typography,Design Agencies | Portfolio | Web & Interactive,css:1 | ico:1 | jpg:12 | js:2 | png:4 | svg:5,False,True,False,False,False,False,False,False,False,False,False,False,mirrored
1567,I Killed A Cactus,2022-04-07,https://www.awwwards.com/sites/i-killed-a-cactus,https://ikilledacactus.com,https://ikilledacactus.com,Mallard & Claret,False,200,Cloudflare | Google Analytics | HSTS | HTTP/3 | LiteSpeed | Webflow | cdnjs | jQuery,Analytics | CDN | CMS | JavaScript libraries | Miscellaneous | Page builders | Security | Web servers,Lottie | Webflow,404 pages | Animation | Header Design | Scrolling | Single page | Storytelling,Art & Illustration | Green,Culture & Education | Design Agencies,css:3 | htm:3 | jpg:2 | js:8 | json:5 | png:9 | svg:1,False,False,False,False,False,False,True,False,False,False,False,False,mirrored
1568,Frantoio Cavalli,2022-04-06,https://www.awwwards.com/sites/frantoio-cavalli,http://www.frantoiocavalli.com,https://www.frantoiocavalli.com/,Sentempo,False,200,Cloudflare | Google Tag Manager | HSTS | HTTP/3 | Stripe | jQuery,CDN | JavaScript libraries | Miscellaneous | Payment processors | Security | Tag managers,After Effects | Cinema 4D | Figma | Webflow,3D | Navigation Menu | Storytelling,Big Background Images | Black | Brown | Illustration | White,Food & Drink,css:1 | html:1 | jpg:15 | js:6 | json:2 | png:35 | svg:3,False,False,True,False,False,False,True,False,False,False,False,False,mirrored
1569,Study Hall Design Studio,2022-04-05,https://www.awwwards.com/sites/study-hall-design-studio,https://studyhall.design/,https://www.studyhall.design/,Study Hall,False,200,Astro | Google Analytics | HSTS | Vercel,Analytics | JavaScript frameworks | PaaS | Security | Static site generator,,3D | Gestures / Interaction | Interaction Design,Black | Graphic design | Green | White,Design Agencies | Portfolio,jpg:38 | js:1 | m3u8:17 | png:50 | svg:1 | woff2:3,False,True,True,True,False,False,False,True,False,False,False,False,mirrored
1570,Dennis Snellenberg,2022-04-04,https://www.awwwards.com/sites/dennis-snellenberg,https://dennissnellenberg.com/,https://dennissnellenberg.com/,Dennis Snellenberg,False,200,Apache HTTP Server | Cloudflare | Google Analytics | Lenis | Locomotive Scroll | PHP | cdnjs | jQuery | jQuery CDN | jsDelivr,Analytics | CDN | JavaScript libraries | Programming languages | Web servers,BARBA.js | GSAP | Locomotive Scroll,Animation | Microinteractions | Parallax | Transitions,Art & Illustration | Black | Blue | Clean | White,Design Agencies | Portfolio | Web & Interactive,css:5 | jpg:3 | js:7 | mp4:4 | otf:1,False,False,False,True,False,False,False,False,True,False,False,False,mirrored
1571,La Guía de Cirugía Cardíaca,2022-04-03,https://www.awwwards.com/sites/la-guia-de-cirugia-cardiaca,https://guiacirugiacardiaca.com/,https://guiacirugiacardiaca.com/,LaNegrita,False,200,Cloudflare | Google Tag Manager | MySQL | Nginx | PHP | Unpkg | WordPress | cdnjs | jQuery | jQuery Migrate,Blogs | CDN | CMS | Databases | JavaScript libraries | Programming languages | Reverse proxies | Tag managers | Web servers,Adobe XD | CSS | HTML5,Interaction Design | Sound-Audio,Clean | Content architecture | Flat Design | Green | Illustration | Pink | White,Institutions | Music & Sound | Social responsibility,css:2 | html:1 | js:9 | png:4,False,False,False,False,True,False,False,False,False,False,False,False,mirrored
1572,Likely Story 2022,2022-04-02,https://www.awwwards.com/sites/likely-story-2022,https://www.likely-story.co.uk,https://likely-story.co.uk/,Likely Story,False,200,Apache HTTP Server | Contact Form 7 | MySQL | PHP | Site Kit | WordPress | Yoast SEO | jQuery | jQuery Migrate,Analytics | Blogs | CMS | Databases | Form builders | JavaScript libraries | Programming languages | SEO | Web servers | WordPress plugins,,3D | Header Design,Black | Blue | Colorful | Illustration | Typography | White,Design Agencies | Web & Interactive,css:4 | jpg:6 | js:6 | png:10 | svg:4,False,False,True,False,False,False,False,False,False,False,False,False,mirrored
1573,Robin Payot - Portfolio 2022,2022-04-01,https://www.awwwards.com/sites/robin-payot-portfolio-2022,https://robinpayot.com/,https://robinpayot.com/,Robin Payot,False,200,Apache HTTP Server | Google Analytics | Onsen UI | Osano | jsDelivr,Analytics | CDN | Cookie compliance | Mobile frameworks | Web servers,CSS | JavaScript | Three.js | WebGL,3D | Animation | Infinite Scroll | Scrolling | Transitions,Blue | Experimental,Music & Sound | Portfolio | Web & Interactive,css:2 | js:3 | png:5 | svg:3,True,True,True,False,True,False,False,False,False,False,False,False,mirrored
1574,Potion,2022-03-31,https://www.awwwards.com/sites/potion,https://www.sendpotion.com/,https://www.sendpotion.com/,Cuberto,False,200,Amazon CloudFront | Amazon S3 | Amazon Web Services | Google Analytics | Typed.js | Unpkg,Analytics | CDN | JavaScript libraries | PaaS,CSS | Canvas API | GSAP | HTML5 | JavaScript | Matter.js,3D | Animation | Scrolling,Blue | Clean | Graphic design | UI design | White,Mobile & Apps | Promotional,css:2 | jpeg:2 | jpg:6 | js:3 | mp4:12 | png:25 | svg:18 | webm:1 | woff2:3,True,False,True,True,False,False,False,True,False,False,False,False,mirrored
1575,Visuals – BryBry,2022-03-30,https://www.awwwards.com/sites/visuals-brybry,https://visuals.brybry.co,https://visuals.brybry.co,BryBry,False,200,Apache HTTP Server | GSAP | Modernizr | jQuery,JavaScript frameworks | JavaScript libraries | Web servers,CSS | GSAP | JavaScript,Microinteractions | Scrolling,Art & Illustration | Colorful | Green | Pink | Yellow,Design Agencies | Portfolio | Web & Interactive,css:1 | jpg:14 | js:6 | mp4:5 | png:82 | svg:1,False,False,False,True,False,False,True,False,False,False,False,False,mirrored
1576,YETI,2022-03-29,https://www.awwwards.com/sites/yeti,https://yetimotion.com/,https://yetimotion.com/,Kommigraphics,False,200,Google Analytics | MySQL | Nginx | PHP | WordPress | Yoast SEO,Analytics | Blogs | CMS | Databases | Programming languages | Reverse proxies | SEO | Web servers | WordPress plugins,CSS | HTML5 | WebGL,Animation | Parallax | Storytelling | Transitions | Video,Black | Red | Silver,Design Agencies | Film & TV | Portfolio | Web & Interactive,css:1 | jpg:42 | js:1 | mp4:30 | png:53 | svg:22,False,True,False,True,False,False,False,False,False,False,False,False,mirrored
1577,Diabla,2022-03-28,https://www.awwwards.com/sites/diabla,https://diablaoutdoor.com,https://www.diablaoutdoor.com/,P.A.R,False,200,Complianz | Contact Form 7 | HTTP/3 | LiteSpeed | MySQL | PHP | WPML | WordPress | Yoast SEO | jQuery | jQuery Migrate,A/B Testing | Blogs | CMS | Cookie compliance | Databases | Form builders | JavaScript libraries | Miscellaneous | Programming languages | SEO | Translation | Web servers | WordPress plugins,CSS | GSAP | PHP | Swiper.js | Vanilla JS | WordPress,,Colorful | Flat Design | Minimal | Red | Typography | UI design | White,Magazine / Newspaper / Blog | Other | Portfolio,css:15 | ico:1 | jpg:33 | js:32 | png:1 | svg:8 | xml:1,False,False,False,False,False,False,False,False,False,False,False,False,mirrored
1578,Studio 9P,2022-03-27,https://www.awwwards.com/sites/studio-9p,https://studio9p.com/,https://studio9p.com/,Studio 9P,False,200,HSTS | Netlify | Vue.js,CDN | JavaScript frameworks | PaaS | Security,Figma | Netlify | Nuxt.js | Three.js,Interaction Design,Black | Flat Design,Portfolio | Web & Interactive,css:2 | js:3 | pdf:1 | png:3 | svg:1 | woff2:7,False,False,False,False,False,False,False,True,True,False,False,False,mirrored
1579,Philosophical Foxes,2022-03-26,https://www.awwwards.com/sites/philosophical-foxes,https://www.philosophicalfoxes.com/,https://www.philosophicalfoxes.com/,Peter Dimitrov,False,200,Cloudflare | Google Font API | Google Hosted Libraries | HSTS | HTTP/3 | Unpkg | jQuery,CDN | Font scripts | JavaScript libraries | Miscellaneous | Security,Figma | Lottie | Webflow,Single page,Black | Clean | Experimental | Minimal | Typography | White,Other | Web & Interactive,css:1 | jpg:4 | js:5 | json:1 | png:11 | svg:15,False,False,False,False,False,False,True,False,True,False,False,False,mirrored
1580,Om Swami,2022-03-25,https://www.awwwards.com/sites/om-swami,https://omswami.com,https://omswami.com,Niccolò Miranda,False,200,Google Analytics | HSTS | Netlify,Analytics | CDN | PaaS | Security,Figma | GSAP | WebGL | Webpack,Animation | Microinteractions | Navigation Menu,Art & Illustration | Black | Brown | Illustration | Typography,Portfolio | Promotional | Web & Interactive,css:1 | jpg:2 | js:1 | png:14,False,True,False,False,False,False,False,False,False,False,False,False,mirrored
1581,Sougen,2022-03-24,https://www.awwwards.com/sites/sougen,https://sougen.co,https://sougen.co,Utsubo,False,200,HSTS | Vercel,PaaS | Security,Next.js | React | Three.js | WebGL,3D | Gestures / Interaction | Single page,Black | Green | White,Promotional | Technology | Web & Interactive,css:2 | js:13 | json:1 | png:7 | svg:2,False,True,True,False,False,False,False,False,False,False,False,False,mirrored
1584,demophorius,2022-03-21,https://www.awwwards.com/sites/demophorius,https://demophorius.com/,https://demophorius.com/,Kommigraphics,False,200,Apache HTTP Server | Google Analytics | Google Tag Manager | MySQL | PHP | WordPress,Analytics | Blogs | CMS | Databases | Programming languages | Tag managers | Web servers,CSS | HTML5 | WebGL,Animation | Filters and Effects | Microinteractions | Parallax | Responsive Design,Black | Blue | Minimal | White,Business & Corporate | Other | Web & Interactive,css:2 | html:1 | jpg:10 | js:2 | png:12 | svg:19,False,True,False,False,False,False,False,False,False,False,False,False,mirrored
1585,Sizzer,2022-03-20,https://www.awwwards.com/sites/sizzer,https://sizzer.nl,https://sizzer.nl,Paper Tiger,False,200,Cloudflare | Cloudflare Browser Insights | Craft CMS | Google Analytics | HTTP/3 | SEOmatic | Yii,Analytics | CDN | CMS | Miscellaneous | RUM | SEO | Web frameworks,Craft CMS | Figma | HTML5 | Highway.js | Tailwind | Webpack,Interaction Design | Microinteractions,Black | Experimental | Red | UI design | White,Business & Corporate | Film & TV | Photo & Video | Portfolio,css:3 | jpg:1 | js:2 | png:3 | svg:1 | woff2:2,False,False,False,True,False,False,False,False,False,False,False,False,mirrored
1586,EmCell,2022-03-19,https://www.awwwards.com/sites/emcell,https://emcell.com/,https://emcell.com/,Vahrushev,False,200,Apache HTTP Server | Cloudflare | Debian | Google Analytics | Google Maps | Google Tag Manager | Snap.svg | Three.js | YouTube | cdnjs | jQuery,Analytics | CDN | JavaScript graphics | JavaScript libraries | Maps | Operating systems | Tag managers | Video players | Web servers,Cinema 4D | SVG | Three.js,Animation | Parallax | Responsive Design | Transitions,Black | Typography | UI design | White,Business & Corporate | Technology,css:2 | html:1 | ico:1 | jpg:3 | js:12 | json:1 | png:5 | svg:1,False,False,True,False,False,False,False,False,False,False,False,False,mirrored
1587,Transmissions,2022-03-18,https://www.awwwards.com/sites/transmissions,https://transmissions.cristobalbalenciagamuseoa.com,https://transmissions.cristobalbalenciagamuseoa.com,Zorraquino,False,200,Cloudflare | Google Tag Manager | Lenis | Locomotive Scroll | Modernizr | Nginx | PHP | YouTube | cdnjs,CDN | JavaScript libraries | Programming languages | Reverse proxies | Tag managers | Video players | Web servers,GSAP | JavaScript | Locomotive Scroll,Gallery | Horizontal Layout | Menu - Vertical | Transitions,Black | White,Culture & Education,css:2 | html:3 | ico:1 | jpg:17 | js:7 | json:1 | png:6 | svg:1 | txt:1 | xml:1,False,False,False,False,False,False,False,False,True,False,False,False,mirrored
